Month,DATE_ADDED,Geographic identifier,"Pleiades, TGN, or FAST ID",TAG651_A,icons,Precision code,Precision,Region,Location,"Controlled heading (Pleiades, TGN, LCSH, or FAST)",Coordinates,Title and author,Imprint,Series,Library location,BSN,BSN length adjustment,View in library catalog
2018-08,20180815,,,,capital_small,1,Site (approximately located),China,Taojiazhai Graveyard,,"36.68913, 101.7407",Qinghai Sheng Xining Shi Taojiazhai mu di ren gu ren lei xue yan jiu / Zhang Jinglei zhu = Research on Human Skeletons of Taojiazhai Graveyard in Xining of Qinghai / by Zhang Jinglei / / 青海省西宁市陶家寨墓地人骨人类学研究 / 张敬雷著 = Research on Human Skeletons of Taojiazhai Graveyard in Xining of Qinghai / by Zhang Jinglei. ,"Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ",Jilin da xue bian jiang kao gu yan jiu zhong xin xi lie xue shu zhu zuo / / 吉林大学边疆考古研究中心系列学术著作,Small Collection CC79.H85 Z436 2016 ,6280683,,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006280683&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180904,https://pleiades.stoa.org/places/1043,"<a href=""https://pleiades.stoa.org/places/1043"">https://pleiades.stoa.org/places/1043</a>",Mediterranean Region // Mediterranean Region // Mediterranean Region,shaded_dot,4,Broad region,Mediterranean Region,(General),Internum Mare,"36.5801979293, 17.45","Topoi orient-occident, vol. 21","Lyon : Topoi ; Paris : De Boccard [distributor], 1991-",,Oak Collection DE1 .T67 v.21:pt.1-2 (2017),3713230,003713230,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph003713230&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180904,https://pleiades.stoa.org/places/707498,"<a href=""https://pleiades.stoa.org/places/707498"">https://pleiades.stoa.org/places/707498</a>",Cyprus (island) // Cyprus // Cyprus.,placemark_circle,3,Region,Cyprus,(General),Cyprus (island),"35.0413672607, 33.2756110602","Cahier, vol. 47 / Centre d'études chypriotes. ","-<1990> : Nanterre : Université Paris X, 1984- / / <1991-> : Paris : De Boccard",,Oak Collection DS54.3 .C23 v.47 (2017),3396161,003396161,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph003396161&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180904,https://pleiades.stoa.org/places/981503,"<a href=""https://pleiades.stoa.org/places/981503"">https://pleiades.stoa.org/places/981503</a>",,placemark_circle,3,Region,Egypt,(General),Ancient Egypt (region),"25.5, 28","Coptica : journal of the Saint Mark Foundation and Saint Shenouda the Archimandrite Coptic Society, vol. 16. ","Los Angeles, Calif. : [Saint Mark Foundation]2002-",,Oak Collection BX130 .C67 v.16 (2017),3538227,003538227,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph003538227&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180904,,,,square,5,No precision,Cross-cultural,(General),,"35, 19.25",Der Garten von der Antike bis zum Mittelalter / herausgegeben von M. Carrol-Spillecke ; unter Mitarbeit von L. Brubaker [and others]. ,"Mainz am Rhein : P. von Zabern, ©1992. ",Kulturgeschichte der antiken Welt ; Bd. 57,Small Collection SB451 .G37 1992 ,6323355,006323355,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006323355&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,(OCoLC)fst01206073,(OCoLC)fst01206073,China // China,shaded_dot,4,Broad region,China,(General),China.,"32.5, 102.5","San dai kao gu, vol. 6 / Zhongguo she hui ke xue yuan kao gu yan jiu suo Xia Shang Zhou kao gu yan jiu shi bian. / / 三代考古, vol. 6 / 中国社会科学院考古研究所夏商周考古研究室编. ","Beijing : Ke xue chu ban she, 2004- / / 北京 : 科学出版社, 2004-",San dai kao gu cong shu / / 三代考古丛书,Small Collection DS744 .S36 2004 v.6,3332757,003332757,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph003332757&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,(OCoLC)fst01212121,(OCoLC)fst01212121,Chengdu (China) // 成都 (China) // China // Chengdu (China) // 成都 (China),triangle,2,City,China,Chengdu,0,"30.658611, 104.064722","Chengdu kao gu fa xian, 2014 / Chengdu Shi wen wu kao gu yan jiu suo bian zhu. / / 成都考古发现, 2014 / 成都市文物考古硏究所编著. ","Beijing : Ke xue chu ban she, 2001- / / 北京 : 科学出版社, 2001-北京 : 科学出版社, 2001-",,Small Collection DS797.77.C48 C472 2014,5936425,005936425,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph005936425&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/216917,"<a href=""https://pleiades.stoa.org/places/216917"">https://pleiades.stoa.org/places/216917</a>",Panagyurishte. // Bulgaria,capital_small,1,Site,Bulgaria,Panagiurishte,Panagyurishte,"42.504858, 24.188583",Le tresor de Panagurichte / Ivan Venedikov. ,"Sofia : ""Balgarski Houdojnik"", 1961. ",,Large Collection NK7107 .V414 1961 ,6324214,006324214,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324214&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/29492,"<a href=""https://pleiades.stoa.org/places/29492"">https://pleiades.stoa.org/places/29492</a>",(As)Syria.,placemark_circle,3,Region,Iraq,Assyria,(As)Syria,"36.1069582726, 43.5","Supplement to the Akkadian dictionaries, vol. 1 / Michael P. Streck ; with the collaboration of Nadezka Rudik. ","Wiesbaden : Harrassowitz Verlag, 2018-","Leipziger altorientalistische Studien, 2193-4436 ; Band 7, 1",Reference 4 Collection PJ3525 .S77 2018 v.1,6324448,006324448,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324448&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/29492,"<a href=""https://pleiades.stoa.org/places/29492"">https://pleiades.stoa.org/places/29492</a>",Mesopotamia. // (As)Syria. // Babylonia. // Mesopotamia.,placemark_circle,3,Region,Iraq,Assyria,(As)Syria,"36.1069582726, 43",Therapeutic prescriptions against fever in ancient Mesopotamia / Andras Bacskay. ,"Münster : Ugarit-Verlag, 2018. ","Alter Orient und Altes Testament, 0931-4296 ; Band 447",Small Collection PJ3791 .B338 2018 ,6320832,006320832,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006320832&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/448145857,"<a href=""https://pleiades.stoa.org/places/448145857"">https://pleiades.stoa.org/places/448145857</a>",Euboea Island (Greece) // Karystos (Greece : Province) // Karystos (Greece : Province) // Bouros-Kastri peninsula.,placemark_circle,3,Region,Greece,Bouros-Kastri peninsula,Bouros-Kastri peninsula,"37.9651469567,24.525682347","Settlement and land use on the periphery : the Bouros-Kastri peninsula, southern Euboia / Jere M. Wickens, Susan I. Rotroff, Tracey Cullen, Lauren E. Talalay, Catherine Perlès, and Floyd W. McCoy. ","Oxford : Archaeopress Publishing Ltd, [2018] / / ©2018",Archaeopress archaeology,Large Collection DF901.E8 W53 2018 ,6324198,006324198,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324198&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/45635759,"<a href=""https://pleiades.stoa.org/places/45635759"">https://pleiades.stoa.org/places/45635759</a>",Syria // Syria // Middle East // Seleucid Empire. // Middle East. // Syria.,placemark_circle,3,Region,Middle East,Seleucid Empire,Seleucid Empire.,"34.60958125, 40.22618475","Benefactors, kings, rulers : studies on the Seleukid Empire between East and West / by David Engels. ","Leuven : Peeters, 2017. / / ©2017",Studia Hellenistica ; 57,Small Collection DS96.2 .E54 2017 ,6324152,006324152,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324152&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/721417202,"<a href=""https://pleiades.stoa.org/places/721417202"">https://pleiades.stoa.org/places/721417202</a>",Abu Simbel. // Egypt,capital_small,1,Site,Egypt,Abu Simbel,Abu Simbel,"22.336992,31.625543",Le petit temple d'Abou Simbel : paléographie / Khaled El-Enany. ,"Le Caire : Institut français d'archéologie orientale, 2007. ",Paléographie hiéroglyphique ; 3/ 2007,Oversize Collection PJ1526.A258 E535 2007 ,6324211,006324211,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324211&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/766,"<a href=""https://pleiades.stoa.org/places/766"">https://pleiades.stoa.org/places/766</a>",Egypt // Aegyptus (Roman imperial province) // Egypt. // Ägypten,placemark_circle,3,Region,Egypt,(General),Aegyptus (Roman imperial province),"24, 29",I bandi liturgici nell'Egitto romano / Marco Stroppa. ,"Firenze, Italy : Firenze University Press, 2017. ","Edizioni dell'Istituto papirologico ""G. Vitelli"" ; 6",Small Collection DT93 .S84 2017 ,6324193,006324193,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324193&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/766,"<a href=""https://pleiades.stoa.org/places/766"">https://pleiades.stoa.org/places/766</a>",Aegyptus (Roman imperial province) // Egypt. // Ägypten,placemark_circle,3,Region,Egypt,(General),Aegyptus (Roman imperial province),"24, 30","Charisterion per Revel A. Coles : trenta testi letterari e documentari dall'Egitto (P. Coles) / a cura di Guido Bastianini, Nikolaos Gonis, Simona Russo. ","Firenze, Italy : Firenze University Press, 2015. ","Edizioni dell'Istituto papirologico ""G. Vitelli"" ; 4",Small Collection PA3315.E3 C48 2015 ,6324178,006324178,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324178&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/766,"<a href=""https://pleiades.stoa.org/places/766"">https://pleiades.stoa.org/places/766</a>",Egypt // Aegyptus (Roman imperial province) // Egypt.,placemark_circle,3,Region,Egypt,(General),Aegyptus (Roman imperial province),"24, 28",Die Acta Alexandrinorum im Lichte neuerer und neuester Papyrusfunde / von Natalia Vega Navarrete. ,"Paderborn : Velag Ferdinand Schöningh, ein Imprint der Brill-Gruppe, [2017] / / ©2017","Abhandlungen der Nordrhein-Westfälischen Akademie der Wissenschaften. Sonderreihe Papyrologica Coloniensia, 0944-8837 ; vol. XL",Small Collection PA3318 .B85 V44 2017 ,6324159,006324159,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324159&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/864388873,"<a href=""https://pleiades.stoa.org/places/864388873"">https://pleiades.stoa.org/places/864388873</a>",Deir el-Medina Site (Egypt) // Deir el-Medina. // Egypt // Dair al-Madina,capital_small,1,Site,Egypt,Deir el-Medina Site,Deir el-Medina,"25.728284, 32.601357",The tomb of Sennedjem (TT1) in Deir el-Medina : palaeography / Ben. J. J. Haring. ,"Le Caire : Institut français d'archéologie orientale, 2006. ",Paléographie hiéroglyphique ; 2,Oversize Collection PJ1526.D35 H37 2006 ,6324204,006324204,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324204&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/981503,"<a href=""https://pleiades.stoa.org/places/981503"">https://pleiades.stoa.org/places/981503</a>",Egypt // Ancient Egypt (region) // Egypt.,placemark_circle,3,Region,Egypt,(General),Ancient Egypt (region),"25, 28",Personal religion in Egypt before Christianity / by W. M. Flinders Petrie. ,"London ; New York : Harper, 1909. ",Harper's library of living thought,Small Collection BL2441 .P35 1909 ,6324182,006324182,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324182&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,https://pleiades.stoa.org/places/981514,"<a href=""https://pleiades.stoa.org/places/981514"">https://pleiades.stoa.org/places/981514</a>",Cilicia // Cilicia. // Asia // Kilikien // Königreich Kleinarmenien,placemark_circle,3,Region,Turkey,Cilicia,Cilicia.,"37.5, 32.5",Le royaume arménien de Cilicie : XIIe-XIVe siècle / Claude Mutafian ; avec la collaboration de Catherine Otten [and others] ; préface de Levon Ter-Petrossian. ,"Paris : CNRS Editions, ©1993. ",,Large Collection DS186 .M88 1993 ,6324167,006324167,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324167&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,,,,square,5,No precision,Cross-cultural,(Other),,"35.25, 19.25","Naissance de l'état, naissance de l'administration : le rôle de l'écriture en Égypte, au Proche-Orient et en Chine = Emergence of the state and development of the administration : the role of writing in Egypt, Near East and China. ","ParisCybele, 2016","Archéo-Nil: revue de la société pour l'étude des cultures prépharaoniques de la vallée du Nil, 1161-0492 ; numéro 26",Large Collection JC51 .N35 2016 ,6324191,006324191,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324191&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,,,,square,5,No precision,Cross-cultural,(General),,"35, 19","Guggenheim social practice / Marc Bamuthi Joseph, Lenka Clayton and Jon Rubin. ","New York : Guggenheim Museum Publications, [2018] / / ©2018",,Small Collection N6535.N5 G84 2018 ,6324219,006324219,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324219&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180905,,,Turkey,placemark_circle,3,Region,Turkey,Western Turkey,,"38.66, 30",The Luwians of western Anatolia : their neighbours and predecessors / Fred C. Woudhuizen. ,"Oxford : Archaeopress Publishing Ltd, [2018] / / ©2018",,Small Collection DS59.L86 W68 2018 ,6324443,006324443,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006324443&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180906,(OCoLC)fst01206073,(OCoLC)fst01206073,,shaded_dot,4,Broad region,China,(General),China.,"34.5, 102.5","Bian jiang kao gu yan jiu, no. 2, 20, & 21 / Jiao yu bu ren wen she hui ke xue zhong dian yan jiu ji di Jilin da xue bian jiang kao gu yan jiu zhong xin bian. / / 边疆考古研究, no. 2, 20, & 21 / 教育部人文社会科学重点研究基地吉林大学边疆考古研究中心编. ",Beijing : Ke xue chu ban she / / 北京 ：科学出版社,,"Library 6 Collection CC79.E85 B56 no.2 (2004), no. 20 (2016)-no. 21 (2017)",4039066,004039066,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph004039066&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01206073,(OCoLC)fst01206073,China // China.,shaded_dot,4,Broad region,China,(General),China.,"33.5, 102.5","Bei fang min zu kao gu =The archaeology of northern ethnicity, vol. 4 / Zhongguo ren min da xue bei fang min zu kao gu yan jiu suo, Zhongguo ren min da xue li shi xue yuan kao gu wen bo xi bian. / / 北方民族考古 =The archaeology of northern ethnicity, vol. 4 / 中国人民大学北方民族考古研究所, 中国人民大学历史学院考古文博系编. ","Beijing : Ke xue chu ban she, 2014- / / 北京 : 科学出版社, 2014-",,Library 6 Collection DS715 .B45 v.4 (2017),6046882,006046882,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006046882&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01206073,(OCoLC)fst01206073,China // China.,shaded_dot,4,Broad region,China,(General),China.,"33.5, 101.5",Zhongguo zhong yao kao gu fa xian = Major archaeological discoveries in China in 2016 / Guo jia wen wu ju zhu bian. / / 中国重要考古发现 =Major archaeological discoveries in China in 2016 / 国家文物局主编. ,"Beijing : Wen wu chu ban she, 2000- / / 北京 : 文物出版社, 2000-",,Library 6 Collection DS715 .Z47 2016,4159944,004159944,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph004159944&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01213756,(OCoLC)fst01213756,Anhui Sheng (China) // China,placemark_circle,3,Region,China,Anhui Sheng,0,"31.833333, 117","Wen wu yan jiu, vol. 22 / ""Wen wu yan jiu"" bian ji bu. / / 文物研究, vol. 22 / 《文物研究》编辑部. ","[Hefei Shi : Anhui sheng kao gu xie hui : Anhui sheng wen wu kao gu yan jiu suo, 1985]- / / [Hefei Shi : 安徽省考古学会 : 安徽省文物考古所, 1985]-",,Library 6 Collection DS793.A6 W46 v.22 (2017),5936385,005936385,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph005936385&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01304123,(OCoLC)fst01304123,Shenyang Shi (China) // 沈阳市 (China) // China,triangle,2,City,China,Shenyang Shi,Shenyang Shi (China),"41.8, 123.4","Shenyang kao gu wen ji, vol. 6. / / 沈阳考古文集, vol. 6","Beijing : Ke xue chu ban she, 2007- / / 北京 : 科学出版社, 2007-",,Large Collection DS797.62.S546 S4 v.6 (2017),4163605,004163605,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph004163605&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01692654,(OCoLC)fst01692654,"China, Northwest // China, Southwest // China, Northwest. // China, Southwest.",placemark_circle,3,Region,China,"China, Northwest",0,"36.8, 95.8","Xi bu kao gu, vol. 3, 5-6, & 13-15 / Xi bei da xue kao gu xue xi, Xi bei da xue wen hua yi chan yu kao gu xue yan jiu zhong xin bian. / / 西部考古 , vol. 3, 5-6, & 13-15 / 西北大学考古学系, 西北大学文化遗产与考古学研究中心编. ","Xi'an : San qin chu ban she, 2006- / / 西安 : 三秦出版社, 2006-",,Library 6 Collection DS793.N6 X49246 v.3 (2008)-v.15 (2018),5687693,005687693,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph005687693&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01692655,(OCoLC)fst01692655,"China, Southeast // Orient // Asia // China, Southeast.",placemark_circle,3,Region,China,"China, Southeast","China, Southeast","27.2, 118.1","Dong fang kao gu, no. 14 / Shandong da xue dong fang kao gu yan jiu zhong xin. / / 东方考古, no. 14 / 山东大学东方考古研究中心. ","Beijing : Ke xue chu ban she, 2004- / / 北京 : 科学出版社, 2004-",,Library 6 Collection DS793.S644 D66 no.14 (2018),4146693,004146693,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph004146693&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,(OCoLC)fst01692655,(OCoLC)fst01692655,"China, Southeast // Southeast Asia // China, Southeast. // Southeast Asia.",placemark_circle,3,Region,China,"China, Southeast","China, Southeast","27.2, 119.1","Nan fang min zu kao gu =Southern ethnology and archaeology, vol. 12 / Sichuan da xue bo wu guan, Zhongguo gu dai tong gu yan jiu xue hui bian. / / 南方民族考古 =Southern ethnology and archaeology, vol. 12 / 四川大学博物馆, 中国古代铜鼓研究学会编. ","- : Chengdu : Sichuan da xue chu ban she, 1987- / / <2011-> : 北京 : 科学出版社 / / <2011-> : Beijing : Ke xue chu ban she / / - : 成都 : 四川大学出版社, 1987-",,Library 6 Collection DS793.S644 N36 v.12 (2016),4039024,004039024,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph004039024&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180907,,,Hunan Sheng (China) // China,placemark_circle,3,Region,China,Hunan Sheng,,"27.4, 111.8","Hunan kao gu ji kan, no. 8 & 12 / Hunan sheng bo wu guan bian. / / 湖南考古辑刊, no. 8 & 12 / 湖南省博物馆编. ","[Changsha] : Yue lu shu she, 1982- / / [長沙] : 岳麓书社, 1982-",,"Library 6 Collection DS793.H7 H7576 no.8 (2009), no. 12 (2016)",3713965,003713965,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph003713965&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,(OCoLC)fst01204885,(OCoLC)fst01204885,Rome // Rome // Rome (Empire),shaded_dot,4,Broad region,Roman Empire,(General),0,"41.75, 12.5",Roman republican colonization : new perspectives from archaeology and ancient history / edited by Tesse D. Stek and Jeremia Pelgrom. ,"Roma : Palombi editori, [2014]",Papers of the Royal Netherlands Institute in Rome ; volume 62 =Mededelingen van het Koninklijk Nederlands Instituut te Rome ; volume 62,Large Collection JV98 .R66 2014 ,6328647,006328647,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328647&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,(OCoLC)fst01206073,(OCoLC)fst01206073,China.,shaded_dot,4,Broad region,China,(General),China.,"35, 100.5","Nanjing da xue zhen cang jin shi ta ben, vol. 1 / Zhang Yibin, Ke Junheng zhu bian. / / 南京大學珍藏金石拓本, vol. 1 / 張异賓, 柯君恒主編. ","Beijing : Ke xue chu ban she, 2015- / / 北京 : 科学出版社, 2015-",,Oversize Collection PL2448 .N362 2015 v.1,6328555,006328555,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328555&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,(OCoLC)fst01206073,(OCoLC)fst01206073,China // China // China // China.,shaded_dot,4,Broad region,China,(General),China.,"32.5, 101",汉代画像与汉代社会 =Handai huaxiang yu Handai shehui / 宋艳萍著. / / Han dai hua xiang yu han dai she hui =Handai huaxiang yu Handai she hui / Song Yanping zhu. ,"Fuzhou Shi : Fujian ren min chu ban she, 2016. / / 福州市 : 福建人民出版社, 2016. ",,Small Collection NB1043.23 .S65 2016 ,6328581,006328581,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328581&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,(OCoLC)fst01240899,(OCoLC)fst01240899,Dongting Lake (China) // 洞庭湖 (China) // Dongting Lake (China) // 洞庭湖 (China) // China // China. // China,capital_small,1,Site (approximately located),China,South Dongtin Lake Site,Dongting Lake (China),"28.851050, 112.677845","Xian Qin nan Dongting : nan Dongting Hu gu yi zhi fa jue bao gao ji / Yiyang Shi wen wu guan li chu, Yiyang Shi bo wu guan bian zhu. / / 先秦南洞庭 : 南洞庭湖古遗址发掘报告集 / 益阳市文物管理处, 益阳市博物馆编著. ","Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ",,Large Collection DS793.D664 X536 2016 ,6328577,006328577,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328577&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,(OCoLC)fst01288093,(OCoLC)fst01288093,"Xinzhai Site (Xinmi Shi, China) // 新砦遗址 (新密市, 中国) // Xinmi Shi (China) // 新密市 (中国) // Xinzhai Site (Xinmi Shi, China) // 新砦遗址 (新密市, 中国) // Xinmi Shi (China) // 新密市 (中国) // China",capital_small,1,Site,China,Xinzhai site,"Xinzhai Site (Xinmi Shi, China)","34.441667, 113.541667","Xinzhai yi zhi yu Xinzhai wen hua yan jiu / Zhao Chunqing, Gu Wanfa zhu bian ; Zhongguo she hui ke xue yuan kao gu yan jiu suo, Zhengzhou Shi wen wu kao gu yan jiu yuan bian zhu. / / 新砦遗址与新砦文化研究 / 赵春青, 顾万发主编 ; 中国社会科学院考古研究所, 郑州市文物考古研究院编著. ","Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ","Zhongguo, Zhengzhou kao gu ; 20 / / 中国・郑州考古 ; 20",Large Collection DS797.44.X566 X569 2016 ,6328562,006328562,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328562&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,(OCoLC)fst01296388,(OCoLC)fst01296388,China. // China // China,placemark_circle,3,Region,China,Chang'an Xian,China--Chang'an Xian,"34.037, 108.9337",Han Chang'ancheng di qu cheng shi shui li she shi he shui li xi tong de kao gu xue yan jiu / Zhang Jianfeng zhu = Archaeological research about the Urban water conservancy facilities and system of Han Chang'an area / by Zhang Jianfeng. / / 汉长安城地区城市水利设施和水利系统的考古学研究 / 张建锋著 = Archaeological research about the Urban water conservancy facilities and system of Han Chang'an area / by Zhang Jianfeng. ,"Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ",,Large Collection HD1698.C52 Z435 2016 ,6328566,006328566,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328566&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
